iD_EQ;TYPE;SS_TYPE;LIBELLE_EQ;ACCES;VOIE;QUARTIER;COMMUNE;CODE_POST;CODE_INSEE;X_L93;Y_L93;X_WGS84;Y_WGS84
62;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Cotton - Voltaire;57 bd de la Seine;Seine (boulevard de la);Chemin de l'Ile;NANTERRE;92000;92050;640964.5196999982;6866980.7195999995;2.1947275068325998;48.90012089141237
792;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Danielle Casanova - Pavillon des Lilas;21 r Thomas Lemaître;Lemaître (rue Thomas);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640734.7463999987;6865729.586800002;2.19176818246097;48.88884905519946
793;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Danielle Casanova - Pavillon des Potagers;28 r Thomas Lemaître;Lemaître (rue Thomas);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640757.3427999988;6865862.971500002;2.1920577083768436;48.8900505927394
72;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Elsa Triolet;130 r Salvador Allende;Allende (rue Salvador);Parc Nord;NANTERRE;92000;92050;643196.0684999973;6866133.5326000005;2.225278295051944;48.89270338977677
36;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel France Bloch;52 bd National;National (boulevard);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640517.8210000023;6865456.102899998;2.188848374926247;48.88636975225929
73;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Henri Wallon;3 r de Zilina;Zilina (rue de);Chemin de l'Ile;NANTERRE;92000;92050;640551.1783000007;6866582.0649;2.1891455637794084;48.89649799115703
41;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Jacques Decour;8 r Jacques Decour;Decour (rue Jacques);Parc Sud;NANTERRE;92000;92050;643177.946800001;6865465.660500001;2.225120541772552;48.886695946545885
64;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Jacques Prévert;23 r Pierre Sergent;Sergent (rue Pierre);Plateau - Mont-Valérien;NANTERRE;92000;92050;641542.7437999994;6865102.3024;2.2028728753077584;48.88328206040645
59;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Jean de la Fontaine;5 r de l'Agriculture;Agriculture (rue de l');Petit Nanterre;NANTERRE;92000;92050;643129.8438000008;6868178.4241;2.22410110979721;48.91108603640285
39;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Joliot Curie;15 r de la Côte des Amandiers;Côte des Amandiers (rue de la);La Boule - Champs Pierreux;NANTERRE;92000;92050;641769.0317000002;6865689.4683;2.2058778244098294;48.88858266211075
886;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Jules Ferry;5 r des Chailliers;Chailliers (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641505.6283000037;6864957.809999999;2.202386701980378;48.881979336424244
552;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Lucie Aubrac;1 all de Savoie;Savoie (allée de);Université;NANTERRE;92000;92050;642763.4318000004;6866902.865499999;2.2192744129235704;48.89958325816171
38;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Maxime Gorki;14 all de l'Arlequin;Arlequin (allée de l');Parc Sud;NANTERRE;92000;92050;643446.7031000033;6865926.824700002;2.228723898741794;48.890866635214884
798;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Miriam Makeba;190 bd Abdenbi Guémiah;Guémiah (boulevard Abdenbi);Université;NANTERRE;92000;92050;642327.2444999963;6866799.186700001;2.2133391556735447;48.89861200448309
65;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Pablo Néruda;18 r Pablo Neruda;Neruda (rue Pablo);Parc Nord;NANTERRE;92000;92050;642596.6403999999;6866399.6543999985;2.217067528041869;48.89504331347077
67;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Pablo Picasso;75 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642904.7259000018;6865824.499899998;2.2213466298870532;48.88989864538224
70;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Paul Langevin;11 r Paul Langevin;Langevin (rue Paul);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640266.0412999988;6865961.9069;2.185343967311022;48.89089487082389
60;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Robespierre;18 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642665.0604000017;6865791.600200001;2.2180827781473225;48.88958149712488
553;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Romain Rolland;5 r Romain Rolland;Rolland (rue Romain);Plateau - Mont-Valérien;NANTERRE;92000;92050;642536.6327000037;6864793.967799999;2.216466433665222;48.88059880418212
61;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Rouget de Lisle;20 r Rouget de Lisle;Rouget de Lisle (rue);République;NANTERRE;92000;92050;641466.0648000017;6866701.816599999;2.201606821063573;48.897658683793836
791;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Soufflot;17 bd Jacques-Germain Soufflot;Soufflot (boulevard Jacques-Germain);Université;NANTERRE;92000;92050;642313.5247000009;6866665.248500001;2.213170232933827;48.89740634600168
43;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel Victor Hugo;45 r Victor Hugo;Hugo (rue Victor);Centre;NANTERRE;92000;92050;641637.4340000004;6866262.0777;2.2040045714952656;48.89371992017141
68;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel des Pâquerettes;10 r des Aubépines;Aubépines (rue des);Petit Nanterre;NANTERRE;92000;92050;642752.9296000004;6867960.366500001;2.218988500281866;48.90909177443419
63;Loisirs;Centre de loisirs maternel;Centre de loisirs maternel du Moulin des Gibets;118 r de Saint-Cloud;Saint-Cloud (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;641316.2981999964;6864844.7886000015;2.1998208415832465;48.88094576013253
54;Loisirs;Centre de loisirs élémentaire;Centre de loisirs Ludo Parc;1 all des Demoiselles d'Avignon;Demoiselles d'Avignon (allée des);Parc Sud;NANTERRE;92000;92050;643268.9024000019;6865692.5934999995;2.2263304987787254;48.88874466728693
45;Loisirs;Centre de loisirs élémentaire;Centre de loisirs du Petit Nanterre;243 av de la Commune de Paris;Commune de Paris (avenue de la);République;NANTERRE;92000;92050;642033.0280999988;6867747.489700001;2.2091967508440926;48.90711307990779
528;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Abdelmalek Sayad;56 r Abdelmalek Sayad;Sayad (rue Abdelmalek);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640951.4561000019;6865491.5471;2.1947564664539994;48.88672839722456
531;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Anatole France;162 av de la République;République (avenue de la);République;NANTERRE;92000;92050;642002.549999997;6867222.052900001;2.2088528045699105;48.90238541515685
530;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Jean de la Fontaine;5 r de l'Agriculture;Agriculture (rue de l');Petit Nanterre;NANTERRE;92000;92050;643130.3729000017;6868160.829300001;2.224110686709879;48.910927864907045
794;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Joliot Curie;15 r de la Côte des Amandiers;Côte des Amandiers (rue de la);La Boule - Champs Pierreux;NANTERRE;92000;92050;641818.7290999964;6865724.7129999995;2.2065506951985547;48.88890409255959
388;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Lucie Aubrac;1 all de Savoie;Savoie (allée de);Université;NANTERRE;92000;92050;642762.0785999969;6866886.245499998;2.219258197480796;48.8994336838335
49;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Maison du Chemin de l'Ile;61 bd du Général Leclerc;Leclerc (boulevard du Général);Chemin de l'Ile;NANTERRE;92000;92050;640753.5691;6866762.3532;2.1918807220507435;48.89813787469866
788;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Maxime Gorki;14 all de l'Arlequin;Arlequin (allée de l');Parc Sud;NANTERRE;92000;92050;643415.1748000011;6865906.603799999;2.2282966369687824;48.89068202858756
799;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Miriam Makeba;190 bd Abdenbi Guémiah;Guémiah (boulevard Abdenbi);Université;NANTERRE;92000;92050;642326.1860999987;6866756.8533000015;2.2133304724789653;48.89823122988272
529;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Pablo Néruda;18 r Pablo Neruda;Neruda (rue Pablo);Parc Nord;NANTERRE;92000;92050;642597.566399999;6866436.960700002;2.2170751121374423;48.89537887115482
795;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Romain Rolland;5 r Romain Rolland;Rolland (rue Romain);Plateau - Mont-Valérien;NANTERRE;92000;92050;642609.2520999983;6864802.124499999;2.217455458097668;48.88067862998798
50;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire Rouget de Lisle;20 r Rouget de Lisle;Rouget de Lisle (rue);République;NANTERRE;92000;92050;641462.8046000004;6866697.628899999;2.2015629330569633;48.89762072981498
52;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire de l'Etang;5 all de l'Etang;Etang (allée de l');Parc Sud;NANTERRE;92000;92050;642655.0221000016;6865989.144000001;2.217919205491167;48.89135701417739
48;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire des Bizis;12 bd Honoré de Balzac;Balzac (boulevard Honoré de);Université;NANTERRE;92000;92050;642056.9345000014;6866475.188999999;2.2096965820811976;48.89567420477777
51;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire des Damades;59 r Paul Vaillant-Couturier;Vaillant-Couturier (rue Paul);Plateau - Mont-Valérien;NANTERRE;92000;92050;641580.7431000024;6865252.122099999;2.203370391127921;48.88463276692579
53;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire des Fontenelles;40 r des Ecoles;Ecoles (rue des);Parc Sud;NANTERRE;92000;92050;642659.819600001;6865465.385600001;2.21805536437164;48.886647541896906
56;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire des Gavroches;2 r Morelly;Morelly (rue);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640196.4716000035;6865798.899599999;2.184418199203236;48.8894225765327
58;Loisirs;Centre de loisirs élémentaire;Centre de loisirs élémentaire des Hauts Gibets;2 ch des Hauts Gibets;Hauts Gibets (chemin des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641305.0834000036;6864746.1239;2.1996815682330473;48.88005749050709
55;Loisirs;Centre de loisirs élémentaire;Maison de l'enfance;30 r des Aubépines;Aubépines (rue des);Petit Nanterre;NANTERRE;92000;92050;642997.4565000013;6868046.938700002;2.222312688717387;48.909891964231186
251;Loisirs;Clubs séniors;Club Amitié et Loisirs des Séniors (salle d'activités du square);22 av Louis Meunier;Meunier (avenue Louis);Centre;NANTERRE;92000;92050;641299.5606999993;6866185.350099999;2.199407309377533;48.89299923336566
246;Loisirs;Clubs séniors;Salle d'activité des Muguets;354 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642818.680399999;6868109.1000000015;2.219865421313834;48.91043508084383
309;Loisirs;Espace Jeunesse;Espace Arts Plastiques Thomas Lemaître;71 r Thomas Lemaître;Lemaître (rue Thomas);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640421.314000003;6866015.4135;2.187453929071068;48.89139041356007
313;Loisirs;Espace Jeunesse;Espace Jeunesse Picasso;118 ter av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;643206.7902999967;6865625.816100001;2.2254924323612983;48.88813869462272
316;Loisirs;Espace Jeunesse;Espace Jeunesse de l'Université;10 bd Jules Mansart;Mansart (boulevard Jules);Université;NANTERRE;92000;92050;642250.8836999983;6866769.343199998;2.2123017181208455;48.8983367935331
310;Loisirs;Espace Jeunesse;Espace Jeunesse du Chemin de l'Ile;61 bd du Général Leclerc;Leclerc (boulevard du Général);Chemin de l'Ile;NANTERRE;92000;92050;640774.1344000027;6866780.071699999;2.192158739992057;48.89829909888396
